Datetime,Open,High,Low,Close,Adj Close,Volume
2020-09-21 13:30:00+00:00,27484.7109375,27484.7109375,27127.2890625,27127.390625,27127.390625,0
2020-09-21 13:35:00+00:00,27130.599609375,27141.73046875,27015.7890625,27043.650390625,27043.650390625,11480451
2020-09-21 13:40:00+00:00,27040.7109375,27063.529296875,26996.33984375,27042.830078125,27042.830078125,10270949
2020-09-21 13:45:00+00:00,27045.4296875,27078.419921875,27011.919921875,27074.19921875,27074.19921875,10269312
2020-09-21 13:50:00+00:00,27064.75,27094.30078125,27040.94921875,27078.51953125,27078.51953125,9961035
2020-09-21 13:55:00+00:00,27078.55078125,27122.390625,27016.4296875,27105.9609375,27105.9609375,8792290
2020-09-21 14:00:00+00:00,27106.19921875,27126.44921875,26962.26953125,27001.599609375,27001.599609375,9345739
2020-09-21 14:05:00+00:00,26998.560546875,27018.259765625,26946.69921875,27004.26953125,27004.26953125,7687307
2020-09-21 14:10:00+00:00,27004.1796875,27033.48046875,26970.169921875,26974.0,26974.0,7106575
2020-09-21 14:15:00+00:00,26973.669921875,26975.05078125,26913.30078125,26919.890625,26919.890625,7433440
2020-09-21 14:20:00+00:00,26918.560546875,26923.44921875,26863.7109375,26896.529296875,26896.529296875,7690093
2020-09-21 14:25:00+00:00,26896.4609375,26898.869140625,26862.279296875,26885.140625,26885.140625,7508135
2020-09-21 14:30:00+00:00,26885.130859375,26889.0703125,26820.9609375,26834.220703125,26834.220703125,7537486
2020-09-21 14:35:00+00:00,26836.23046875,26841.25,26795.650390625,26796.279296875,26796.279296875,6778125
2020-09-21 14:40:00+00:00,26797.2109375,26839.029296875,26771.05078125,26799.330078125,26799.330078125,6844849
2020-09-21 14:45:00+00:00,26799.6796875,26862.69921875,26791.150390625,26862.41015625,26862.41015625,6730234
2020-09-21 14:50:00+00:00,26861.69921875,26866.44921875,26805.19921875,26863.580078125,26863.580078125,6509510
2020-09-21 14:55:00+00:00,26863.4296875,26863.4296875,26831.240234375,26831.240234375,26831.240234375,5377978
2020-09-21 15:00:00+00:00,26831.390625,26895.5703125,26817.330078125,26890.859375,26890.859375,6265894
2020-09-21 15:05:00+00:00,26889.9609375,26903.69921875,26884.990234375,26901.859375,26901.859375,5284229
2020-09-21 15:10:00+00:00,26901.919921875,26907.9296875,26824.73046875,26824.76953125,26824.76953125,4876836
2020-09-21 15:15:00+00:00,26824.099609375,26824.94921875,26736.23046875,26752.869140625,26752.869140625,5478102
2020-09-21 15:20:00+00:00,26753.51953125,26772.08984375,26737.150390625,26746.66015625,26746.66015625,5006761
2020-09-21 15:25:00+00:00,26747.150390625,26771.369140625,26715.150390625,26753.330078125,26753.330078125,5617690
2020-09-21 15:30:00+00:00,26751.359375,26778.0390625,26716.990234375,26728.140625,26728.140625,4669429
2020-09-21 15:35:00+00:00,26729.279296875,26782.69921875,26718.400390625,26750.349609375,26750.349609375,4183362
2020-09-21 15:40:00+00:00,26750.0,26806.990234375,26734.509765625,26765.470703125,26765.470703125,4579883
2020-09-21 15:45:00+00:00,26764.619140625,26839.279296875,26763.890625,26828.060546875,26828.060546875,4506058
2020-09-21 15:50:00+00:00,26828.8203125,26858.3203125,26823.529296875,26853.150390625,26853.150390625,4314542
2020-09-21 15:55:00+00:00,26852.330078125,26862.560546875,26831.470703125,26842.779296875,26842.779296875,4116523
2020-09-21 16:00:00+00:00,26842.640625,26905.599609375,26839.91015625,26905.599609375,26905.599609375,4380395
2020-09-21 16:05:00+00:00,26904.970703125,26926.3203125,26896.669921875,26910.5703125,26910.5703125,5174734
2020-09-21 16:10:00+00:00,26910.41015625,26910.41015625,26866.51953125,26870.390625,26870.390625,4266998
2020-09-21 16:15:00+00:00,26871.0,26893.740234375,26848.01953125,26884.23046875,26884.23046875,3999487
2020-09-21 16:20:00+00:00,26884.2890625,26900.880859375,26856.630859375,26874.3203125,26874.3203125,3759180
2020-09-21 16:25:00+00:00,26874.119140625,26911.19921875,26873.0,26897.6796875,26897.6796875,4410717
2020-09-21 16:30:00+00:00,26899.169921875,26900.08984375,26847.669921875,26857.73046875,26857.73046875,4174384
2020-09-21 16:35:00+00:00,26857.630859375,26906.099609375,26857.630859375,26896.029296875,26896.029296875,5367999
2020-09-21 16:40:00+00:00,26894.349609375,26934.0390625,26882.779296875,26888.0,26888.0,4177664
2020-09-21 16:45:00+00:00,26888.2109375,26895.810546875,26847.19921875,26866.859375,26866.859375,4240721
2020-09-21 16:50:00+00:00,26866.779296875,26866.779296875,26836.470703125,26848.740234375,26848.740234375,3540802
2020-09-21 16:55:00+00:00,26848.599609375,26865.310546875,26821.009765625,26850.30078125,26850.30078125,3565778
2020-09-21 17:00:00+00:00,26850.369140625,26860.2109375,26801.279296875,26837.470703125,26837.470703125,3823778
2020-09-21 17:05:00+00:00,26837.9609375,26855.44921875,26818.400390625,26849.890625,26849.890625,2781583
2020-09-21 17:10:00+00:00,26850.220703125,26884.26953125,26839.75,26884.26953125,26884.26953125,3233671
2020-09-21 17:15:00+00:00,26884.029296875,26899.689453125,26877.130859375,26884.900390625,26884.900390625,5539837
2020-09-21 17:20:00+00:00,26885.2890625,26930.08984375,26884.0,26929.689453125,26929.689453125,4488106
2020-09-21 17:25:00+00:00,26930.330078125,26936.6796875,26919.650390625,26936.23046875,26936.23046875,3133746
2020-09-21 17:30:00+00:00,26936.380859375,26962.740234375,26926.08984375,26935.55078125,26935.55078125,3576560
2020-09-21 17:35:00+00:00,26932.419921875,26954.080078125,26923.0390625,26946.619140625,26946.619140625,3351548
